総合NO,弾NO,販売日,呼称,略称,コレクションナンバー,大分類,小分類,カード名,レアリティ,A,B
4649,29,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,035/071,ポケモン,超,ニンフィア,R,,
4650,30,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,036/071,ポケモン,闘,イワーク,C,,
4651,31,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,037/071,ポケモン,闘,ヨーギラス,C,,
4652,32,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,038/071,ポケモン,闘,サナギラス,U,,
4653,33,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,039/071,ポケモン,闘,ソルロック,U,,
4654,34,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,041/071,ポケモン,悪,アローラコラッタ,C,,
4655,35,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,042/071,ポケモン,悪,アローララッタ,C,,
4656,36,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,043/071,ポケモン,悪,バンギラス,R,,
4657,37,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,044/071,ポケモン,鋼,ハガネール,U,,
4658,38,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,045/071,ポケモン,鋼,メルタン,C,,
4659,39,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,046/071,ポケモン,鋼,メルメタル,R,,
4660,40,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,051/071,ポケモン,無,ラッキー,U,,
4661,41,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,052/071,ポケモン,無,ハピナス,R,,
4662,42,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,053/071,ポケモン,無,メタモン,,,
4663,43,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,054/071,ポケモン,無,イーブイ,C,,
4664,44,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,056/071,ポケモン,無,カビゴン,R,,
4665,45,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,057/071,ポケモン,無,エイパム,C,,
4666,46,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,058/071,ポケモン,無,エテボース,C,,
4667,47,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,060/071,ポケモン,無,ビッパ[1],C,,
4668,48,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,061/071,ポケモン,無,ビーダル,C,,
4669,49,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,062/071,ポケモン,無,マメパト,C,,
4670,50,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,063/071,ポケモン,無,ハトーボー,C,,
4671,51,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,064/071,ポケモン,無,ケンホロウ,U,,
4672,52,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,065/071,トレーナーズ,グッズ,ふかそうち,U,,
4673,53,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,066/071,トレーナーズ,グッズ,ふしぎなアメ,U,,
4674,54,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,067/071,トレーナーズ,グッズ,ルアーモジュール,U,,
4675,55,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,068/071,トレーナーズ,サポート,キャンデラ,U,,
4676,56,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,069/071,トレーナーズ,サポート,スパーク,U,,
4677,57,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,070/071,トレーナーズ,サポート,ブランシェ,U,,
4678,58,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,071/071,トレーナーズ,スタジアム,ポケストップ,U,,
4679,59,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,005/071,ポケモン,草,アローラナッシーV,RR,,
4680,60,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,030/071,ポケモン,超,ミュウツーV,RR,,
4681,61,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,031/071,ポケモン,超,ミュウツーVSTAR,RRR,,
4682,62,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,040/071,ポケモン,闘,ローブシンV,RR,,
4683,63,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,047/071,ポケモン,鋼,メルメタルV,RR,,
4684,64,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,048/071,ポケモン,鋼,メルメタルVMAX,RRR,,
4685,65,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,049/071,ポケモン,竜,カイリューV,RR,,
4686,66,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,050/071,ポケモン,竜,カイリューVSTAR,RRR,,
4687,67,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,059/071,ポケモン,無,ケッキングV,RR,,
4688,68,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,004/071,ポケモン,草,かがやくフシギバナ,K,,
4689,69,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,011/071,ポケモン,炎,かがやくリザードン,K,,
4690,70,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,018/071,ポケモン,水,かがやくカメックス,K,,
4691,71,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,055/071,ポケモン,無,かがやくイーブイ,K,,
4692,72,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,072/071,ポケモン,草,アローラナッシーV,SR,,
4693,73,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,073/071,ポケモン,超,ミュウツーV,SR,,
4694,74,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,074/071,ポケモン,超,ミュウツーV,SR,,
4695,75,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,075/071,ポケモン,闘,ローブシンV,SR,,
4696,76,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,076/071,ポケモン,闘,ローブシンV,SR,,
4697,77,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,077/071,ポケモン,鋼,メルメタルV,RR,,
4698,78,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,078/071,ポケモン,竜,カイリューV,RR,,
4699,79,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,079/071,ポケモン,無,ケッキングV,SR,,
4700,80,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,080/071,トレーナーズ,サポート,キャンデラ,SR,,
4701,81,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,081/071,トレーナーズ,サポート,スパーク,SR,,
4702,82,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,082/071,トレーナーズ,サポート,博士の研究 ウィロー博士,SR,,
4703,83,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,083/071,トレーナーズ,サポート,ブランシェ,SR,,
4704,84,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,084/071,ポケモン,超,ミュウツーVSTAR,HR,,
4705,85,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,085/071,ポケモン,鋼,メルメタルVMAX,HR,,
4706,86,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,086/071,ポケモン,竜,カイリューVSTAR,HR,,
4707,87,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,087/071,トレーナーズ,サポート,キャンデラ,HR,,
4708,88,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,088/071,トレーナーズ,サポート,スパーク,HR,,
4709,89,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,089/071,トレーナーズ,サポート,博士の研究 ウィロー博士,HR,,
4710,90,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,090/071,トレーナーズ,サポート,ブランシェ,HR,,
4711,91,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,091/071,ポケモン,超,ミュウツーVSTAR,UR,,
4712,92,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,092/071,トレーナーズ,グッズ,ふかそうち,UR,,
4713,93,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,093/071,トレーナーズ,グッズ,ルアーモジュール,UR,,
4714,94,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,GRA,エネルギー,草,基本草エネルギー,ミラー仕様,,
4715,95,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,FIR,エネルギー,炎,基本炎エネルギー,ミラー仕様,,
4716,96,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,WAT,エネルギー,水,基本水エネルギー,ミラー仕様,,
4717,97,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,LIG,エネルギー,雷,基本雷エネルギー,ミラー仕様,,
4718,98,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,PSY,エネルギー,超,基本超エネルギー,ミラー仕様,,
4719,99,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,FIG,エネルギー,闘,基本闘エネルギー,ミラー仕様,,
4720,100,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,DAR,エネルギー,悪,基本悪エネルギー,ミラー仕様,,
4721,101,2022年06月17日,ソード&シールド 強化拡張パック Pokémon GO,S10b,MET,エネルギー,鋼,基本鋼エネルギー,ミラー仕様,,
4722,1,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,001/100,ポケモン,草,コンパン,C,,
4723,2,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,002/100,ポケモン,草,モルフォン,U,,
4724,3,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,003/100,ポケモン,草,ヒマナッツ,C,,
4725,4,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,004/100,ポケモン,草,キマワリ,U,,
4726,5,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,005/100,ポケモン,草,タネボー,C,,
4727,6,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,006/100,ポケモン,草,コノハナ,U,,
4728,7,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,007/100,ポケモン,草,ダーテング,R,,
4729,8,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,008/100,ポケモン,草,タマゲタケ,C,,
4730,9,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,009/100,ポケモン,草,モロバレル,U,,
4731,10,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,010/100,ポケモン,草,アイアント,C,,
4732,11,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,011/100,ポケモン,草,ボクレー,C,,
4733,12,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,012/100,ポケモン,草,オーロット,R,,
4734,13,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,013/100,ポケモン,炎,ロコン,C,,
4735,14,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,014/100,ポケモン,炎,キュウコン,C,,
4736,15,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,015/100,ポケモン,炎,マグマッグ,C,,
4737,16,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,016/100,ポケモン,炎,マグカルゴ,U,,
4738,17,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,018/100,ポケモン,炎,ヒノヤコマ,C,,
4739,18,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,019/100,ポケモン,炎,ファイアロー,U,,
4740,19,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,020/100,ポケモン,水,パウワウ,C,,
4741,20,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,021/100,ポケモン,水,ジュゴン,U,,
4742,21,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,022/100,ポケモン,水,タッツー,C,,
4743,22,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,023/100,ポケモン,水,シードラ,U,,
4744,23,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,024/100,ポケモン,水,キングドラ,R,,
4745,24,2022年07月15日,ソード&シールド 拡張パック ロストアビス,S11,025/100,ポケモン,水,ホエルコ,C,,
